Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1NS,191020214,1,28.480349,77.086182,210215214444,A,19,0,24397324,61,17,0.67,0,0,72,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16781,3917,*0F
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1NS,191020214,1,28.480345,77.086182,210215214444,A,19,56,24397324,61,17,0.67,0,0,72,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23781,3917,*0F
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1NS,191020214,1,28.480352,77.085991,210215214444,A,19,3,24397324,61,17,0.67,0,0,72,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13781,3917,*0F
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.48032,77.085876,180322165542,A,23,45,57478,263,11,0.82,0,0,21,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13996,4014,*01
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480322,77.085861,180322165551,A,25,62,57583,270,11,0.82,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13996,4003,*03
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480312,77.085861,180322165542,A,23,14,57478,263,11,0.82,0,0,21,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13996,4014,*01
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480309,77.085838,180322165551,A,25,42,57583,270,11,0.82,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13996,4003,*03
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480276,77.085457,180322165522,A,21,30,57372,234,9,0.89,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14018,4036,*05
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480202,77.084724,180322165522,A,21,67,57372,234,9,0.89,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14018,4036,*05
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.480066,77.08374,180322165532,A,21,30,57372,231,10,0.95,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13932,4014,*09
Mon Feb 15 21:44:50 UTC 2021,$$CLIENT_1ZF,191020214,1,28.479914,77.082657,180322165542,A,23,40,57478,263,11,0.82,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21001,1200,*01
